"d","t","travelers","CumulativeT"
"4","2018-09-18 05:52:33","1","748"
"2","2018-09-18 05:52:36","1","749"
"2","2018-09-18 05:52:37","1","750"
"2","2018-09-18 05:52:38","2","752"
"2","2018-09-18 05:52:44","1","753"
"2","2018-09-18 05:52:46","1","754"
"4","2018-09-18 05:52:47","1","755"
"2","2018-09-18 05:52:50","2","757"
"2","2018-09-18 05:52:51","2","759"
"2","2018-09-18 05:52:52","1","760"
"2","2018-09-18 05:52:54","2","762"
"2","2018-09-18 05:52:56","1","763"
"2","2018-09-18 05:53:04","1","764"
"2","2018-09-18 05:53:07","1","765"
"4","2018-09-18 05:53:15","2","767"
"2","2018-09-18 05:53:17","1","768"
"4","2018-09-18 05:53:18","1","769"
"2","2018-09-18 05:53:19","1","770"
"2","2018-09-18 05:53:21","1","771"
"2","2018-09-18 05:53:24","1","772"
"2","2018-09-18 05:53:27","1","773"
"2","2018-09-18 05:53:29","1","774"
"4","2018-09-18 05:53:31","2","776"
"2","2018-09-18 05:53:33","1","777"
"2","2018-09-18 05:53:34","1","778"
"2","2018-09-18 05:53:37","1","779"
"2","2018-09-18 05:53:39","1","780"
"2","2018-09-18 05:53:40","1","781"
"2","2018-09-18 05:53:41","1","782"
"2","2018-09-18 05:53:47","1","783"
"2","2018-09-18 05:53:48","1","784"
"2","2018-09-18 05:53:50","1","785"
"2","2018-09-18 05:53:53","1","786"
"2","2018-09-18 05:53:56","1","787"
"2","2018-09-18 05:54:00","1","788"
"2","2018-09-18 05:54:04","1","789"
"4","2018-09-18 05:54:05","1","790"
"2","2018-09-18 05:54:06","1","791"
"2","2018-09-18 05:54:11","1","792"
"2","2018-09-18 05:54:12","1","793"
"2","2018-09-18 05:54:17","2","795"
"2","2018-09-18 05:54:24","1","796"
"2","2018-09-18 05:54:27","1","797"
"4","2018-09-18 05:54:28","1","798"
"2","2018-09-18 05:54:31","1","799"
"2","2018-09-18 05:54:32","1","800"
"2","2018-09-18 05:54:35","2","802"
"2","2018-09-18 05:54:44","1","803"
"2","2018-09-18 05:54:48","1","804"
"2","2018-09-18 05:54:49","1","805"
"2","2018-09-18 05:54:51","2","807"
"2","2018-09-18 05:54:55","1","808"
"2","2018-09-18 05:54:57","1","809"
"2","2018-09-18 05:55:00","1","810"
"2","2018-09-18 05:55:03","1","811"
"2","2018-09-18 05:55:07","1","812"
"4","2018-09-18 05:55:21","1","813"
"2","2018-09-18 05:55:22","1","814"
"2","2018-09-18 05:55:23","1","815"
"2","2018-09-18 05:55:24","1","816"
"2","2018-09-18 05:55:28","1","817"
"2","2018-09-18 05:55:30","1","818"
"4","2018-09-18 05:55:33","1","819"
"2","2018-09-18 05:55:35","2","821"
"2","2018-09-18 05:55:41","1","822"
"4","2018-09-18 05:55:44","1","823"
"2","2018-09-18 05:55:45","1","824"
"2","2018-09-18 05:55:46","1","825"
"2","2018-09-18 05:55:49","1","826"
"2","2018-09-18 05:55:51","1","827"
"2","2018-09-18 05:55:53","2","829"
"2","2018-09-18 05:55:56","1","830"
"4","2018-09-18 05:55:57","3","833"
"2","2018-09-18 05:55:58","1","834"
"2","2018-09-18 05:55:59","1","835"
"2","2018-09-18 05:56:15","1","836"
"2","2018-09-18 05:56:19","1","837"
"4","2018-09-18 05:56:21","1","838"
"2","2018-09-18 05:56:24","1","839"
"2","2018-09-18 05:56:29","1","840"
"2","2018-09-18 05:56:34","1","841"
"2","2018-09-18 05:56:35","1","842"
"2","2018-09-18 05:56:38","2","844"
"2","2018-09-18 05:56:40","1","845"
"2","2018-09-18 05:56:45","2","847"
"2","2018-09-18 05:56:50","1","848"
"2","2018-09-18 05:56:53","1","849"
"2","2018-09-18 05:56:54","1","850"
"2","2018-09-18 05:57:05","1","851"
"2","2018-09-18 05:57:07","2","853"
"2","2018-09-18 05:57:09","2","855"
"4","2018-09-18 05:57:13","1","856"
"2","2018-09-18 05:57:15","1","857"
"2","2018-09-18 05:57:16","1","858"
"4","2018-09-18 05:57:20","1","859"
"2","2018-09-18 05:57:23","1","860"
"4","2018-09-18 05:57:25","1","861"
"2","2018-09-18 05:57:26","1","862"
"4","2018-09-18 05:57:31","2","864"
"4","2018-09-18 05:57:33","2","866"
"2","2018-09-18 05:57:36","1","867"
"2","2018-09-18 05:57:38","1","868"
"2","2018-09-18 05:57:40","1","869"
"4","2018-09-18 05:57:41","2","871"
"2","2018-09-18 05:57:44","2","873"
"2","2018-09-18 05:57:46","1","874"
"2","2018-09-18 05:57:50","1","875"
"2","2018-09-18 05:57:56","1","876"
"2","2018-09-18 05:57:57","1","877"
"2","2018-09-18 05:57:59","1","878"
"2","2018-09-18 05:58:01","2","880"
"2","2018-09-18 05:58:02","1","881"
"2","2018-09-18 05:58:05","1","882"
"4","2018-09-18 05:58:06","1","883"
"2","2018-09-18 05:58:09","1","884"
"2","2018-09-18 05:58:12","2","886"
"2","2018-09-18 05:58:17","1","887"
"2","2018-09-18 05:58:21","1","888"
"2","2018-09-18 05:58:22","1","889"
"2","2018-09-18 05:58:24","1","890"
"2","2018-09-18 05:58:25","1","891"
"2","2018-09-18 05:58:28","1","892"
"2","2018-09-18 05:58:30","1","893"
"2","2018-09-18 05:58:31","1","894"
"2","2018-09-18 05:58:36","2","896"
"2","2018-09-18 05:58:37","1","897"
"2","2018-09-18 05:58:38","1","898"
"2","2018-09-18 05:58:39","1","899"
"2","2018-09-18 05:58:41","1","900"
"2","2018-09-18 05:58:43","1","901"
"4","2018-09-18 05:58:44","1","902"
"2","2018-09-18 05:58:46","1","903"
"4","2018-09-18 05:58:48","1","904"
"2","2018-09-18 05:58:50","1","905"
"4","2018-09-18 05:58:55","1","906"
"2","2018-09-18 05:58:57","1","907"
"2","2018-09-18 05:58:59","1","908"
"2","2018-09-18 05:59:00","1","909"
"2","2018-09-18 05:59:01","1","910"
"2","2018-09-18 05:59:05","1","911"
"2","2018-09-18 05:59:06","1","912"
"2","2018-09-18 05:59:13","1","913"
"2","2018-09-18 05:59:14","2","915"
"2","2018-09-18 05:59:19","1","916"
"2","2018-09-18 05:59:22","1","917"
"2","2018-09-18 05:59:23","2","919"
"2","2018-09-18 05:59:26","3","922"
"2","2018-09-18 05:59:27","1","923"
"2","2018-09-18 05:59:28","1","924"
"2","2018-09-18 05:59:32","2","926"
"4","2018-09-18 05:59:36","1","927"
"2","2018-09-18 05:59:38","1","928"
"2","2018-09-18 05:59:40","1","929"
"2","2018-09-18 05:59:43","1","930"
"2","2018-09-18 05:59:48","2","932"
"2","2018-09-18 05:59:52","1","933"
"4","2018-09-18 05:59:53","1","934"
"2","2018-09-18 05:59:55","1","935"
"2","2018-09-18 05:59:58","1","936"
"2","2018-09-18 05:59:59","1","937"
"2","2018-09-18 06:00:01","1","938"
"2","2018-09-18 06:00:04","1","939"
"2","2018-09-18 06:00:06","1","940"
"2","2018-09-18 06:00:09","2","942"
"2","2018-09-18 06:00:11","1","943"
"2","2018-09-18 06:00:12","3","946"
"2","2018-09-18 06:00:13","1","947"
"2","2018-09-18 06:00:15","1","948"
"2","2018-09-18 06:00:22","2","950"
"4","2018-09-18 06:00:23","2","952"
"4","2018-09-18 06:00:24","2","954"
"2","2018-09-18 06:00:25","1","955"
"2","2018-09-18 06:00:30","2","957"
"4","2018-09-18 06:00:33","3","960"
"2","2018-09-18 06:00:34","1","961"
"2","2018-09-18 06:00:35","1","962"
"2","2018-09-18 06:00:38","2","964"
"4","2018-09-18 06:00:39","1","965"
"4","2018-09-18 06:00:42","1","966"
"2","2018-09-18 06:00:43","2","968"
"2","2018-09-18 06:00:45","1","969"
"2","2018-09-18 06:00:46","1","970"
"2","2018-09-18 06:00:47","2","972"
"2","2018-09-18 06:00:48","1","973"
"2","2018-09-18 06:00:56","1","974"
"2","2018-09-18 06:00:57","1","975"
"2","2018-09-18 06:00:58","1","976"
"4","2018-09-18 06:01:01","1","977"
"2","2018-09-18 06:01:05","2","979"
"2","2018-09-18 06:01:06","1","980"
"2","2018-09-18 06:01:08","1","981"
"2","2018-09-18 06:01:09","1","982"
"4","2018-09-18 06:01:11","1","983"
"2","2018-09-18 06:01:15","1","984"
"2","2018-09-18 06:01:17","2","986"
"2","2018-09-18 06:01:19","1","987"
"2","2018-09-18 06:01:20","1","988"
"2","2018-09-18 06:01:22","1","989"
"2","2018-09-18 06:01:24","2","991"
"2","2018-09-18 06:01:26","1","992"
"2","2018-09-18 06:01:29","1","993"
"2","2018-09-18 06:01:30","1","994"
"2","2018-09-18 06:01:32","1","995"
"2","2018-09-18 06:01:34","1","996"
"2","2018-09-18 06:01:37","1","997"
"2","2018-09-18 06:01:38","1","998"
"2","2018-09-18 06:01:40","2","1000"
"2","2018-09-18 06:01:42","2","1002"
"2","2018-09-18 06:01:43","1","1003"
"2","2018-09-18 06:01:49","1","1004"
"2","2018-09-18 06:01:53","1","1005"
"2","2018-09-18 06:01:57","1","1006"
"2","2018-09-18 06:01:58","2","1008"
"2","2018-09-18 06:01:59","1","1009"
"2","2018-09-18 06:02:01","1","1010"
"2","2018-09-18 06:02:04","1","1011"
"2","2018-09-18 06:02:05","2","1013"
"4","2018-09-18 06:02:13","1","1014"
"2","2018-09-18 06:02:17","1","1015"
"4","2018-09-18 06:02:19","1","1016"
"4","2018-09-18 06:02:20","1","1017"
"2","2018-09-18 06:02:21","1","1018"
"4","2018-09-18 06:02:22","1","1019"
"2","2018-09-18 06:02:33","1","1020"
"2","2018-09-18 06:02:34","1","1021"
"4","2018-09-18 06:02:40","2","1023"
"4","2018-09-18 06:02:44","1","1024"
"2","2018-09-18 06:02:49","2","1026"
"2","2018-09-18 06:02:58","1","1027"
"2","2018-09-18 06:03:01","1","1028"
"2","2018-09-18 06:03:04","1","1029"
"2","2018-09-18 06:03:10","1","1030"
"2","2018-09-18 06:03:12","1","1031"
"2","2018-09-18 06:03:14","2","1033"
"2","2018-09-18 06:03:15","2","1035"
"2","2018-09-18 06:03:20","1","1036"
"2","2018-09-18 06:03:25","2","1038"
"2","2018-09-18 06:03:26","1","1039"
"4","2018-09-18 06:03:28","1","1040"
"2","2018-09-18 06:03:29","2","1042"
"2","2018-09-18 06:03:31","1","1043"
"2","2018-09-18 06:03:33","1","1044"
"2","2018-09-18 06:03:34","2","1046"
"2","2018-09-18 06:03:36","1","1047"
"2","2018-09-18 06:03:42","1","1048"
"2","2018-09-18 06:03:43","1","1049"
"2","2018-09-18 06:03:48","1","1050"
"2","2018-09-18 06:03:50","2","1052"
"2","2018-09-18 06:03:51","2","1054"
"2","2018-09-18 06:03:54","2","1056"
"4","2018-09-18 06:03:55","3","1059"
"2","2018-09-18 06:03:57","1","1060"
"2","2018-09-18 06:03:58","1","1061"
"2","2018-09-18 06:04:01","1","1062"
"2","2018-09-18 06:04:02","1","1063"
"2","2018-09-18 06:04:04","1","1064"
"2","2018-09-18 06:04:05","1","1065"
"2","2018-09-18 06:04:13","1","1066"
"2","2018-09-18 06:04:14","1","1067"
"2","2018-09-18 06:04:16","1","1068"
"2","2018-09-18 06:04:21","1","1069"
"2","2018-09-18 06:04:26","2","1071"
"4","2018-09-18 06:04:28","1","1072"
"2","2018-09-18 06:04:29","1","1073"
"2","2018-09-18 06:04:30","1","1074"
"2","2018-09-18 06:04:31","1","1075"
"2","2018-09-18 06:04:44","1","1076"
"2","2018-09-18 06:04:45","1","1077"
"2","2018-09-18 06:04:46","1","1078"
"4","2018-09-18 06:04:50","1","1079"
"2","2018-09-18 06:04:51","1","1080"
"4","2018-09-18 06:04:52","1","1081"
"2","2018-09-18 06:04:53","1","1082"
"2","2018-09-18 06:04:56","1","1083"
"2","2018-09-18 06:04:57","2","1085"
"2","2018-09-18 06:04:58","2","1087"
"2","2018-09-18 06:04:59","1","1088"
"4","2018-09-18 06:05:04","1","1089"
"2","2018-09-18 06:05:05","1","1090"
"2","2018-09-18 06:05:06","1","1091"
"2","2018-09-18 06:05:08","2","1093"
"4","2018-09-18 06:05:09","1","1094"
"4","2018-09-18 06:05:10","2","1096"
"2","2018-09-18 06:05:14","1","1097"
"2","2018-09-18 06:05:15","1","1098"
"2","2018-09-18 06:05:19","1","1099"
"4","2018-09-18 06:05:22","1","1100"
"4","2018-09-18 06:05:23","2","1102"
"2","2018-09-18 06:05:25","1","1103"
"2","2018-09-18 06:05:27","1","1104"
"2","2018-09-18 06:05:28","1","1105"
"4","2018-09-18 06:05:31","3","1108"
"2","2018-09-18 06:05:32","1","1109"
"2","2018-09-18 06:05:34","1","1110"
"2","2018-09-18 06:05:35","1","1111"
"2","2018-09-18 06:05:38","2","1113"
"2","2018-09-18 06:05:40","1","1114"
"2","2018-09-18 06:05:42","2","1116"
"2","2018-09-18 06:05:44","1","1117"
"2","2018-09-18 06:05:46","1","1118"
"2","2018-09-18 06:05:48","4","1122"
"2","2018-09-18 06:05:49","1","1123"
"2","2018-09-18 06:05:51","2","1125"
"4","2018-09-18 06:05:54","1","1126"
"2","2018-09-18 06:05:55","2","1128"
"2","2018-09-18 06:05:56","1","1129"
"4","2018-09-18 06:05:57","1","1130"
"2","2018-09-18 06:05:58","3","1133"
"2","2018-09-18 06:06:00","1","1134"
"4","2018-09-18 06:06:01","2","1136"
"2","2018-09-18 06:06:04","2","1138"
"2","2018-09-18 06:06:05","1","1139"
"2","2018-09-18 06:06:06","2","1141"
"2","2018-09-18 06:06:11","1","1142"
"2","2018-09-18 06:06:12","2","1144"
"2","2018-09-18 06:06:14","1","1145"
"2","2018-09-18 06:06:15","1","1146"
"2","2018-09-18 06:06:19","3","1149"
"4","2018-09-18 06:06:21","2","1151"
"2","2018-09-18 06:06:22","1","1152"
"2","2018-09-18 06:06:23","1","1153"
"4","2018-09-18 06:06:24","1","1154"
"2","2018-09-18 06:06:26","1","1155"
"2","2018-09-18 06:06:29","1","1156"
"2","2018-09-18 06:06:30","1","1157"
"2","2018-09-18 06:06:31","2","1159"
"2","2018-09-18 06:06:32","1","1160"
"4","2018-09-18 06:06:33","1","1161"
"4","2018-09-18 06:06:36","1","1162"
"2","2018-09-18 06:06:37","2","1164"
"2","2018-09-18 06:06:39","1","1165"
"2","2018-09-18 06:06:43","1","1166"
"2","2018-09-18 06:06:44","2","1168"
"2","2018-09-18 06:06:46","1","1169"
"2","2018-09-18 06:06:51","1","1170"
"2","2018-09-18 06:06:54","3","1173"
"2","2018-09-18 06:06:55","1","1174"
"2","2018-09-18 06:06:58","1","1175"
"2","2018-09-18 06:07:01","1","1176"
"2","2018-09-18 06:07:03","1","1177"
"2","2018-09-18 06:07:05","1","1178"
"2","2018-09-18 06:07:14","1","1179"
"2","2018-09-18 06:07:15","1","1180"
"2","2018-09-18 06:07:18","1","1181"
"2","2018-09-18 06:07:21","1","1182"
"2","2018-09-18 06:07:23","1","1183"
"4","2018-09-18 06:07:25","1","1184"
"2","2018-09-18 06:07:28","1","1185"
"2","2018-09-18 06:07:31","1","1186"
"4","2018-09-18 06:07:32","1","1187"
"2","2018-09-18 06:07:33","1","1188"
"2","2018-09-18 06:07:40","1","1189"
"2","2018-09-18 06:07:44","1","1190"
"2","2018-09-18 06:07:46","1","1191"
"4","2018-09-18 06:07:47","1","1192"
"2","2018-09-18 06:07:48","2","1194"
"4","2018-09-18 06:07:49","2","1196"
"2","2018-09-18 06:07:50","1","1197"
"2","2018-09-18 06:07:51","1","1198"
"2","2018-09-18 06:07:52","1","1199"
"2","2018-09-18 06:07:54","2","1201"
"2","2018-09-18 06:07:55","3","1204"
"2","2018-09-18 06:07:56","2","1206"
"4","2018-09-18 06:07:57","1","1207"
"4","2018-09-18 06:07:58","3","1210"
"4","2018-09-18 06:08:01","2","1212"
"4","2018-09-18 06:08:03","1","1213"
"2","2018-09-18 06:08:05","2","1215"
"2","2018-09-18 06:08:06","1","1216"
"2","2018-09-18 06:08:08","4","1220"
"2","2018-09-18 06:08:10","1","1221"
"2","2018-09-18 06:08:14","2","1223"
"2","2018-09-18 06:08:15","1","1224"
"2","2018-09-18 06:08:16","3","1227"
"4","2018-09-18 06:08:17","1","1228"
"2","2018-09-18 06:08:18","1","1229"
"2","2018-09-18 06:08:21","2","1231"
"2","2018-09-18 06:08:23","1","1232"
"2","2018-09-18 06:08:24","1","1233"
"2","2018-09-18 06:08:25","2","1235"
"4","2018-09-18 06:08:26","1","1236"
"2","2018-09-18 06:08:28","1","1237"
"2","2018-09-18 06:08:29","1","1238"
"2","2018-09-18 06:08:30","1","1239"
"2","2018-09-18 06:08:34","2","1241"
"2","2018-09-18 06:08:35","1","1242"
"2","2018-09-18 06:08:37","1","1243"
"2","2018-09-18 06:08:41","1","1244"
"2","2018-09-18 06:08:44","2","1246"
"2","2018-09-18 06:08:46","1","1247"
"2","2018-09-18 06:08:48","3","1250"
"2","2018-09-18 06:08:49","1","1251"
"2","2018-09-18 06:08:50","3","1254"
"2","2018-09-18 06:08:51","1","1255"
"2","2018-09-18 06:08:52","1","1256"
"2","2018-09-18 06:08:53","1","1257"
"2","2018-09-18 06:08:54","1","1258"
"2","2018-09-18 06:08:57","1","1259"
"4","2018-09-18 06:08:58","1","1260"
"2","2018-09-18 06:09:01","1","1261"
"2","2018-09-18 06:09:03","1","1262"
"2","2018-09-18 06:09:07","1","1263"
"2","2018-09-18 06:09:09","1","1264"
"2","2018-09-18 06:09:10","2","1266"
"4","2018-09-18 06:09:11","1","1267"
"2","2018-09-18 06:09:12","1","1268"
"2","2018-09-18 06:09:13","1","1269"
"2","2018-09-18 06:09:15","1","1270"
"2","2018-09-18 06:09:16","3","1273"
"2","2018-09-18 06:09:22","1","1274"
"2","2018-09-18 06:09:25","1","1275"
"2","2018-09-18 06:09:33","4","1279"
"2","2018-09-18 06:09:34","1","1280"
"2","2018-09-18 06:09:38","2","1282"
"2","2018-09-18 06:09:46","1","1283"
"4","2018-09-18 06:09:47","1","1284"
"2","2018-09-18 06:09:48","1","1285"
"2","2018-09-18 06:09:49","1","1286"
"2","2018-09-18 06:09:52","2","1288"
"2","2018-09-18 06:09:53","1","1289"
"2","2018-09-18 06:09:54","1","1290"
"4","2018-09-18 06:09:55","1","1291"
"4","2018-09-18 06:09:58","1","1292"
"2","2018-09-18 06:09:59","2","1294"
"4","2018-09-18 06:10:01","1","1295"
"2","2018-09-18 06:10:02","2","1297"
"2","2018-09-18 06:10:03","1","1298"
"2","2018-09-18 06:10:05","1","1299"
"2","2018-09-18 06:10:06","1","1300"
"4","2018-09-18 06:10:08","1","1301"
"2","2018-09-18 06:10:09","1","1302"
"2","2018-09-18 06:10:10","2","1304"
"2","2018-09-18 06:10:13","2","1306"
"2","2018-09-18 06:10:14","2","1308"
"2","2018-09-18 06:10:15","1","1309"
"2","2018-09-18 06:10:17","3","1312"
"2","2018-09-18 06:10:18","1","1313"
"2","2018-09-18 06:10:20","1","1314"
"4","2018-09-18 06:10:22","2","1316"
"2","2018-09-18 06:10:23","2","1318"
"2","2018-09-18 06:10:24","1","1319"
"2","2018-09-18 06:10:25","1","1320"
"2","2018-09-18 06:10:26","1","1321"
"2","2018-09-18 06:10:27","1","1322"
"2","2018-09-18 06:10:28","1","1323"
"2","2018-09-18 06:10:29","1","1324"
"4","2018-09-18 06:10:31","1","1325"
"2","2018-09-18 06:10:34","3","1328"
"2","2018-09-18 06:10:36","1","1329"
"2","2018-09-18 06:10:37","1","1330"
"2","2018-09-18 06:10:38","4","1334"
"2","2018-09-18 06:10:41","1","1335"
"2","2018-09-18 06:10:42","1","1336"
"2","2018-09-18 06:10:43","1","1337"
"2","2018-09-18 06:10:45","1","1338"
"4","2018-09-18 06:10:49","1","1339"
"2","2018-09-18 06:10:50","2","1341"
"2","2018-09-18 06:10:51","1","1342"
"4","2018-09-18 06:10:53","1","1343"
"2","2018-09-18 06:10:58","1","1344"
"2","2018-09-18 06:10:59","1","1345"
"4","2018-09-18 06:11:01","1","1346"
"2","2018-09-18 06:11:08","2","1348"
"2","2018-09-18 06:11:12","2","1350"
"2","2018-09-18 06:11:13","1","1351"
"2","2018-09-18 06:11:16","1","1352"
"2","2018-09-18 06:11:17","1","1353"
"2","2018-09-18 06:11:19","2","1355"
"2","2018-09-18 06:11:20","1","1356"
"2","2018-09-18 06:11:23","1","1357"
"4","2018-09-18 06:11:26","1","1358"
"2","2018-09-18 06:11:29","2","1360"
"2","2018-09-18 06:11:31","1","1361"
"2","2018-09-18 06:11:32","1","1362"
"4","2018-09-18 06:11:33","1","1363"
"2","2018-09-18 06:11:34","1","1364"
"4","2018-09-18 06:11:36","1","1365"
"2","2018-09-18 06:11:37","1","1366"
"2","2018-09-18 06:11:41","2","1368"
"4","2018-09-18 06:11:42","1","1369"
"2","2018-09-18 06:11:46","2","1371"
"2","2018-09-18 06:11:48","3","1374"
"2","2018-09-18 06:11:50","2","1376"
"2","2018-09-18 06:11:51","1","1377"
"2","2018-09-18 06:11:53","1","1378"
"2","2018-09-18 06:11:55","1","1379"
"2","2018-09-18 06:11:56","2","1381"
"2","2018-09-18 06:11:58","1","1382"
"2","2018-09-18 06:12:03","3","1385"
"2","2018-09-18 06:12:04","2","1387"
"4","2018-09-18 06:12:11","1","1388"
"2","2018-09-18 06:12:20","2","1390"
"2","2018-09-18 06:12:21","1","1391"
"2","2018-09-18 06:12:22","1","1392"
"2","2018-09-18 06:12:24","1","1393"
"2","2018-09-18 06:12:27","1","1394"
"2","2018-09-18 06:12:28","1","1395"
"2","2018-09-18 06:12:32","1","1396"
"2","2018-09-18 06:12:41","1","1397"
"2","2018-09-18 06:12:42","1","1398"
"2","2018-09-18 06:12:43","1","1399"
"4","2018-09-18 06:12:45","1","1400"
"2","2018-09-18 06:12:47","3","1403"
"2","2018-09-18 06:12:49","1","1404"
"2","2018-09-18 06:12:50","2","1406"
"2","2018-09-18 06:12:52","1","1407"
"2","2018-09-18 06:12:53","1","1408"
"2","2018-09-18 06:12:55","2","1410"
"4","2018-09-18 06:12:58","1","1411"
"2","2018-09-18 06:13:02","1","1412"
"4","2018-09-18 06:13:04","2","1414"
"2","2018-09-18 06:13:05","2","1416"
"2","2018-09-18 06:13:06","1","1417"
"2","2018-09-18 06:13:08","1","1418"
"2","2018-09-18 06:13:09","1","1419"
"4","2018-09-18 06:13:11","1","1420"
"2","2018-09-18 06:13:14","3","1423"
"2","2018-09-18 06:13:16","1","1424"
"2","2018-09-18 06:13:17","2","1426"
"2","2018-09-18 06:13:19","1","1427"
"4","2018-09-18 06:13:25","1","1428"
"2","2018-09-18 06:13:26","1","1429"
"2","2018-09-18 06:13:28","1","1430"
"2","2018-09-18 06:13:29","1","1431"
"2","2018-09-18 06:13:30","1","1432"
"2","2018-09-18 06:13:31","2","1434"
"4","2018-09-18 06:13:35","1","1435"
"2","2018-09-18 06:13:36","1","1436"
"2","2018-09-18 06:13:39","2","1438"
"2","2018-09-18 06:13:40","1","1439"
"2","2018-09-18 06:13:44","1","1440"
"2","2018-09-18 06:13:45","1","1441"
"2","2018-09-18 06:13:46","1","1442"
"2","2018-09-18 06:13:48","2","1444"
"2","2018-09-18 06:13:49","1","1445"
"2","2018-09-18 06:13:51","1","1446"
"2","2018-09-18 06:13:54","2","1448"
"2","2018-09-18 06:13:55","1","1449"
"4","2018-09-18 06:13:57","1","1450"
"2","2018-09-18 06:13:58","1","1451"
"4","2018-09-18 06:13:59","1","1452"
"2","2018-09-18 06:14:00","1","1453"
"2","2018-09-18 06:14:01","2","1455"
"2","2018-09-18 06:14:04","2","1457"
"2","2018-09-18 06:14:05","1","1458"
"2","2018-09-18 06:14:06","1","1459"
